449,0002,Pneumatic System,"Moisture in air lines → rust, valve sticking, actuator failure",BD0000449
450,0002,Pneumatic System,"Faulty solenoid valves (slow response, stuck open/closed)",BD0000450
451,0002,Pneumatic System,"Broken/aging air cylinders (loss of stroke, air bypassing seals)",BD0000451
452,0002,Pneumatic System,Pressure regulator malfunction,BD0000452
453,0002,Cooling System,Insufficient chiller capacity,BD0000453
454,0002,Cooling System,Cooling water pump failure,BD0000454
455,0002,Cooling System,Blocked pipes,BD0000455
456,0002,Cooling System,Low water flow / pressure,BD0000456
457,0002,Hydraulic System,Low hydraulic oil level,BD0000457
458,0002,Hydraulic System,"Contaminated oil (metal shavings, moisture)",BD0000458
459,0002,Hydraulic System,Failing hydraulic pump,BD0000459
460,0002,Hydraulic System,Overheating due to clogged filters or cooling failure,BD0000460
461,0002,Lubrication & Wear,Excessive friction causing overheating,BD0000461
462,0002,Lubrication & Wear,"Lack of lubrication in moving parts (gearbox, bearings)",BD0000462
463,0002,Lubrication & Wear,Oil contamination or low oil level,BD0000463
464,0002,Material Feeding,Preform weight variation,BD0000464
465,0002,Material Feeding,Wrong resin type,BD0000465
466,0002,Material Feeding,"Contaminated preforms (dust, oil)",BD0000466
467,0002,Material Feeding,Preforms inserted upside down or jammed in feeder,BD0000467
468,0002,Material Feeding,Incorrect preform neck ring size for mold,BD0000468
469,0002,Sensor & Control System,Photoelectric sensor misalignment,BD0000469
470,0002,Sensor & Control System,Limit switches damaged,BD0000470
471,0002,Sensor & Control System,Proximity sensors contaminated with dust,BD0000471
472,0002,Sensor & Control System,"Wrong parameter settings (stroke, cutting time, heating zones)",BD0000472
473,0002,Operator/Setup,Incorrect blowing pressure settings,BD0000473
474,0002,Operator/Setup,Wrong heating zone configuration,BD0000474
475,0002,Operator/Setup,Cycle speed too high for the mold,BD0000475
476,0002,Operator/Setup,Poor machine startup / shutdown practice,BD0000476
477,0002,Operator/Setup,Insufficient lubrication due to skipped maintenance,BD0000477
478,0008,Electrical System,"Faulty sensors (proximity switches, photoelectric, temperature sensors)",BD0000478
479,0008,Electrical System,Wiring cuts or loose connectors due to vibration,BD0000479
480,0008,Electrical System,"PLC/relay failures (usually due to overheating, dust, power surges)",BD0000480
481,0008,Electrical System,Faulty limit switches on mold open/close,BD0000481
482,0008,Electrical System,Blown fuses / breakers,BD0000482
483,0008,Electrical System,Servo motor controller issues (for newer models),BD0000483
484,0008,Mechanical,Wear on linear bearings & sliders,BD0000484
485,0008,Mechanical,Mold misalignment,BD0000485
486,0008,Mechanical,Cracked stretching rods,BD0000486
487,0008,Mechanical,Worn toggle mechanism,BD0000487
488,0008,Mechanical,Chain or belt wear in the preform feed system,BD0000488
489,0008,Mechanical,Loose bolts or poor lubrication,BD0000489
490,0008,Heating System,Burned-out heating lamps,BD0000490
491,0008,Heating System,Broken thermocouples,BD0000491
492,0008,Heating System,Temperature drifting or uncontrolled heating,BD0000492
493,0008,Heating System,Dirty reflectors reducing heating efficiency,BD0000493
494,0008,Heating System,Fan failures inside oven area,BD0000494
495,0008,Pneumatic System,"Insufficient air pressure (leaks, clogged filters, faulty compressor)",BD0000495
496,0008,Pneumatic System,"Moisture in air lines → rust, valve sticking, actuator failure",BD0000496
497,0008,Pneumatic System,"Faulty solenoid valves (slow response, stuck open/closed)",BD0000497
498,0008,Pneumatic System,"Broken/aging air cylinders (loss of stroke, air bypassing seals)",BD0000498
499,0008,Pneumatic System,Pressure regulator malfunction,BD0000499
500,0008,Cooling System,Insufficient chiller capacity,BD0000500
501,0008,Cooling System,Cooling water pump failure,BD0000501
502,0008,Cooling System,Blocked pipes,BD0000502
503,0008,Cooling System,Low water flow / pressure,BD0000503
504,0008,Hydraulic System,Low hydraulic oil level,BD0000504
505,0008,Hydraulic System,"Contaminated oil (metal shavings, moisture)",BD0000505
506,0008,Hydraulic System,Failing hydraulic pump,BD0000506
507,0008,Hydraulic System,Overheating due to clogged filters or cooling failure,BD0000507
508,0008,Lubrication & Wear,Excessive friction causing overheating,BD0000508
509,0008,Lubrication & Wear,"Lack of lubrication in moving parts (gearbox, bearings)",BD0000509
510,0008,Lubrication & Wear,Oil contamination or low oil level,BD0000510
511,0008,Material Feeding,Preform weight variation,BD0000511
512,0008,Material Feeding,Wrong resin type,BD0000512
513,0008,Material Feeding,"Contaminated preforms (dust, oil)",BD0000513
514,0008,Material Feeding,Preforms inserted upside down or jammed in feeder,BD0000514
515,0008,Material Feeding,Incorrect preform neck ring size for mold,BD0000515
516,0008,Sensor & Control System,Photoelectric sensor misalignment,BD0000516
517,0008,Sensor & Control System,Limit switches damaged,BD0000517
518,0008,Sensor & Control System,Proximity sensors contaminated with dust,BD0000518
519,0008,Sensor & Control System,"Wrong parameter settings (stroke, cutting time, heating zones)",BD0000519
520,0008,Operator/Setup,Incorrect blowing pressure settings,BD0000520
521,0008,Operator/Setup,Wrong heating zone configuration,BD0000521
522,0008,Operator/Setup,Cycle speed too high for the mold,BD0000522
523,0008,Operator/Setup,Poor machine startup / shutdown practice,BD0000523
524,0008,Operator/Setup,Insufficient lubrication due to skipped maintenance,BD0000524
